,,,,,,
MEDALHA BARTOLOMEU DE GUSMÃO,,,,,,
,,,,,,
 RELAÇÃO DE AGRACIADOS ,,,,,,
,,,,,,
(Atualizada até março de 2018),,,,,,
,,,,,,
QUALIFICAÇÃO,NOME,PORTARIA,DATA,SIT,ORD,
Cabo QCB SAD,Adriano Soares da Silva,1813/SCC,20/12/1984,,,1
Primeiro-Sargento QSS BCT,Adriano Vita do Nascimento,130/SCGC,03/02/2014,,,1
Primeiro-Sargento QSS BSP,Adrielson Vagner dos Santos Chaves,182/SCGC,18/02/2015,,,1
Suboficial QSS BEV,Adroaldo de Castro Galvão Júnior,113/SC,22/02/2001,,,1
Suboficial QSS BET,Adroaldo Soares de Souza Lima,141/SC,19/02/2002,,,1
Suboficial QSS SAD,Adrovano Machado da Silveira,968-A/SCC,14/12/1990,,,1
Suboficial QSS BMA,Adson Jorge Franklin Silva,193/SCC,20/02/1995,,,1
Primeiro-Sargento QSS SEL,Adson José de Albuquerque,161/SC,21/02/2003,,,1
Suboficial QSS BMA,Adson José Piletti,106/SC,21/02/2007,,,1
Senhor,Advaldo Ribeiro Azevedo Caldas,204/SC,22/02/2005,,,1
Suboficial QSS BET,Adverto Souza Filho,247/SC,06/03/2006,,,1
Suboficial QSS BCO,Adyr Ignácio Cardoso,100/SCC,20/02/1997,,,1
Suboficial QSS BMB,Aécio Ramalho,047/SCC,20/01/1981,,,1
Suboficial BMA,Aerton Crispiniano dos Santos,107/SC,25/02/2010,,,1
Terceiro-Sargento QTA TAR,Aerton Rodrigues Moitinho,130/SCGC,03/02/2014,,,1
Cabo QCB SAD,Aetes Fonseca Dantas,193/SCC,20/02/1995,,,1
Primeiro-Tenente QOEA,Affonso Ragnev,1813/SCC,20/12/1984,,,1
Suboficial QSS BEI,Afonso Celso Silva de Souza,130/SCGC,03/02/2014,,,1
Suboficial QSS SAD,Afonso Darci Carvalho de Azevedo,1194/SCC,15/12/1986,,,1
Suboficial QSS BSP,Afonso Guimarães,160/SCC,16/03/1994,,,1
Taifeiro-Mor QTA TAR,Afonso Kuklik,086/SCC,20/01/1983,,,1
Suboficial QSS SAD,Afonso Luiz da Rocha Cunha,106/SC,21/02/2007,,,1
Suboficial QSS SAD,Afonso Maria da Silva,160/SCC,16/03/1994,,,1
Suboficial QSS BMA,Afonso Tito de Mello dos Santos,58/SC,14/02/2012,,,1
Suboficial QSS BET,Afralio Da Gloria Moreira,1.659/SCGC,21/12/2016,,,1
Suboficial QSS BCO,Afrânio Benzaquem de Souza,092/SCC,20/01/1982,,,1
Primeiro-Sargento QSS SAD,Afranio de Mello Silva,141/SC,19/02/2002,,,1
Primeiro-Sargento QSS BEI,Afranio Do Nascimento Furtado,1.659/SCGC,21/12/2016,,,1
Subtenente de Saúde,Afrânio Guimarães Miranda,204/SC,22/02/2005,,,1
Suboficial QSS BCT,Afrânio Nogueira Guimarães,047/SCC,20/01/1981,,,1
Terceiro-Sargento QTA TBA,Agaci Batista Ramos,202/SC,18/02/2004,,,1
Senhor,Agamenon Silva Viana,048/SCC,18/01/1996,,,1
Primeiro-Sargento QSS SAD,Agamenon Vieira Bernardes da Silva,1172/SCC,15/12/1987,,,1
Taifeiro de Primeira Classe QTA TCO,Agenário Sampaio dos Reis,1172/SCC,15/12/1987,,,1
Primeiro-Sargento QSS SAD,Agenor Antonio do Nascimento Neto,29/SCGC,29/01/2016,,,1
Primeiro-Sargento QSS SAD,Agenor de Castilho Brandão Neto,047/SCC,20/01/1981,,,1
Senhor,Agenor de Figueiredo Junior,247/SC,06/03/2006,,,1
Primeiro-Sargento QSS BMA,Agenor dos Santos Mattoso,047/SCC,20/01/1981,,,1
Senhor,Agenor Gomes Queiroz,968-A/SCC,14/12/1990,,,1
Segundo-Sargento QSS SEF,Agenor Guilherme de Sobral,116/SCC,20/01/1984,,,1
Segundo-Sargento TBA,Agenor Mendes da Silva Filho,107/SC,25/02/2010,,,1
Suboficial QSS BET,Agenor Ribeiro de Carvalho Júnior,29/SCGC,29/01/2016,,,1
Suboficial QSS BMA,Agenor Rodrigues de Macedo,160/SCC,16/03/1994,,,1
Suboficial QSS BET,Ageu Feitosa de Lima,141/SC,19/02/2002,,,1
Senhor,Agildo Bezerra Guimarães,051/SCC,26/02/1993,,,1
Suboficial QSS SEL,Agildo Nunes Bezerra,931/SCC,12/12/1989,,,1
Suboficial QSS SML,Agliberto Fernandes de Macedo,202/SC,18/02/2004,,,1
Segundo-Sargento (Ex),Agnaldo Batista Vieira,931/SCC,12/12/1989,,,1
Suboficial QSS BMT,Agnaldo Borges Ramos,870/SCC,20/12/1991,,,1
Senhor,Agnaldo das Chagas Gomes,106/SC,21/02/2007,,,1
Primeiro-Sargento QSS SAD,Agnaldo Ferreira da Silva Katayama,80/SC,26/02/2008,,,1
Suboficial QSS SGS,Agnaldo Ferreira Pinto Cabral,90/SCC,22/02/1999,,,1
Suboficial QSS BMT,Agnaldo Gonçalo Netto Júnior,113/SC,22/02/2001,,,1
Suboficial QSS SMU,Agnaldo Lopes Gomes,193/SCC,20/02/1995,,,1
Suboficial QSS BMA,Agnaldo Pimenta Gonçalves,189/SC,07/02/2013,,,1
Cabo QCB SAD,Agnaldo Ribeiro da Silva,113/SCC,28/02/2000,,,1
Terceiro-Sargento QESA SAD,Agnaldo Timóteo Caraça,130/SCGC,03/02/2014,,,1
Senhor,Agostinho Costa,091/SCC,20/01/1980,,,1
Senhor,Agostinho de Lessa,841/SCC,01/12/1988,,,1
Suboficial QSS SEL,Agostinho do Espírito Santo Freire de Alencar,086/SCC,20/01/1983,,,1
Primeiro-Sargento de Material Bélico,Agostinho Florentino da Silva Fernandes,182/SCGC,18/02/2015,,,1
Primeiro-Tenente QOEA,Agostinho José da Silva,116/SCC,20/01/1984,,,1
Suboficial QSS SMU,Agostinho Laureano Pereira Filho,968-A/SCC,14/12/1990,,,1
Suboficial QSS BET,Agostinho Pereira da Cruz,051/SCC,26/02/1993,,,1
Senhor,Agostinho Pires de Mendonça,931/SCC,12/12/1989,,,1
Senhor,Agostinho Reis Filho,841/SCC,01/12/1988,,,1
Capitão QOEA,Agostinho Ribeiro,1172/SCC,15/12/1987,,,1
Suboficial QSS BMA,Agostinho Sérvolo Rodrigues da Rocha,1172/SCC,15/12/1987,,,1
Suboficial QSS SGS,Agostinho Tavares Serrão,870/SCC,20/12/1991,,,1
Primeiro-Sargento QSS BET,Aguinaldo Brazil da Motta,116/SCC,20/01/1984,,,1
Capitão QOEA ANV,Aguinaldo da Silva Carneiro,113/SCC,28/02/2000,,,1
Suboficial QSS SML,Aguinaldo de Araújo,116/SCC,20/01/1984,,,1
Primeiro-Sargento BCO,Aguinaldo Félix de Souza,81/SC,07/02/2011,,,1
Suboficial QSS SGS,Aguinaldo Graf,1813/SCC,20/12/1984,,,1
Cabo QCB SEM,Aguinaldo José Pereira,204/SC,22/02/2005,,,1
Terceiro-Sargento QSS SIN,Aguinaldo Nobrega Sousa,189/SC,07/02/2013,,,1
Segundo-Sargento QSS SAD,Aguinaldo Pedro Vieira,113/SC,22/02/2001,,,1
Cabo QCB SEL,Aguinaldo Tavares,141/SC,19/02/2002,,,1
Senhora,Aida Fontoura Viana Lopes,29/SCGC,29/01/2016,,,1
Segundo-Sargento QSS SAD,Aidano da Silva Junior,189/SC,07/02/2013,,,1
Senhora,Aidê de Almeida Castro Motta,931/SCC,12/12/1989,,,1
Senhor,Ailor Jacob Dallacosta,80/SC,26/02/2008,,,1
Cabo QCB SAD,Ailson Filomeno do Livramento,870/SCC,20/12/1991,,,1
Primeiro-Sargento QSS BCO,Aílson Roberto Sanches,1172/SCC,15/12/1987,,,1
Suboficial QSS BMB,Ailson Rocha Campos,161/SC,21/02/2003,,,1
Cabo QCB SEM,Ailson Sarto Mendes,90/SCC,22/02/1999,,,1
Suboficial SEL,Ailson Vieira dos Santos,81/SC,07/02/2011,,,1
Suboficial QSS SAD,Ailton Afonso dos Santos,051/SCC,26/02/1993,,,1
Suboficial QSS BEI,Ailton Alves,048/SCC,18/01/1996,,,1
Primeiro-Sargento QSS SAD,Ailton Alves do Prado,106/SC,21/02/2007,,,1
Primeiro-Sargento QSS BCO,Aílton Araújo Pinto,086/SCC,20/01/1983,,,1
Suboficial QSS BCO,Aílton Baptista,051/SCC,26/02/1993,,,1
Cabo QCB SGS,Ailton Bernardo,160/SCC,16/03/1994,,,1
Terceiro-Sargento SOB,Ailton Bernardo do Nascimento,80/SC,26/02/2008,,,1
Terceiro-Sargento R/1,Ailton Bomfim,58/SC,14/02/2012,,,1
Suboficial QSS SGS,Aílton Carlos da Rocha,116/SCC,20/01/1984,,,1
Terceiro-Sargento QESA SGS,Ailton Carlos da Silva Araujo,106/SC,21/02/2007,,,1
Suboficial QSS BFT,Aílton Cesar da Silva,113/SCC,28/02/2000,,,1
Terceiro-Sargento QSS SEF,Ailton de Brito,160/SCC,16/03/1994,,,1
Suboficial QSS BEI,Ailton Drumond dos Santos,204/SC,22/02/2005,,,1
Suboficial QSS BET,Ailton Farias,086/SCC,20/01/1983,,,1
Cabo QCB SAD,Aílton Ferreira Ramos,086/SCC,20/01/1983,,,1
Suboficial QSS SMU,Aílton Geraldo da Silva,202/SC,18/02/2004,,,1
Suboficial QSS SAD,Aílton Gomes Duarte,160/SCC,16/03/1994,,,1
Suboficial QSS SML,Aílton Gonçalves Costa,047/SCC,20/01/1981,,,1
Suboficial QSS SGS,Aílton José do Carmo,047/SCC,20/01/1981,,,1
Suboficial QSS BEI,Aílton José Toscano de Britto,968-A/SCC,14/12/1990,,,1
Terceiro-Sargento QSS BET,Ailton Oliveira dos Santos,130/SCGC,03/02/2014,,,1
Segundo-Sargento QTA TAR,Ailton Onibeni Silva,161/SC,21/02/2003,,,1
Primeiro-Sargento QSS BEV,Aílton Pereira Magalhães,931/SCC,12/12/1989,,,1
Primeiro-Sargento QSS BET,Ailton Rafael de Vasconcelos,29/SCGC,29/01/2016,,,1
Primeiro-Sargento QSS SEL,Ailton Sales Sá Filho,160/SCC,16/03/1994,,,1
Segundo-Sargento SGS,Ailton Sergio Pereira,80/SC,26/02/2008,,,1
Primeiro-Tenente QOEA,Aílton Tavares de Lira,1813/SCC,20/12/1984,,,1
Suboficial QSS SMU,Aini Ferreira de Sant'Anna,1057/SCC,20/12/1985,,,1
Suboficial QSS BEP,Aires Coimbra de Barros,204/SC,22/02/2005,,,1
Suboficial QSS BMA,Aires da Silva Reis,113/SCC,28/02/2000,,,1
Segundo-Sargento QSS SAD,Airton Antonio Sacchi,193/SCC,20/02/1995,,,1
Suboficial QSS BMA,Airton da Rosa,870/SCC,20/12/1991,,,1
Suboficial QSS BMA,Airton de Lima Silvestre,204/SC,22/02/2005,,,1
Suboficial QSS SAD,Aírton de Oliveira,086/SCC,20/01/1983,,,1
Suboficial QSS SAD,Aírton de Oliveira,841/SCC,01/12/1988,,,1
Suboficial QSS SAD,Airton Ezio Pinheiro,189/SC,07/02/2013,,,1
Senhor,Airton Garcia Galvão,81/SC,07/02/2011,,,1
Suboficial QSS SAD,Airton Jordão da Costa,160/SCC,16/03/1994,,,1
Primeiro-Sargento QSS SAD,Aírton Klann,931/SCC,12/12/1989,,,1
Senhor,Aírton Pereira da Silva,051/SCC,26/02/1993,,,1
Primeiro-Sargento QSS SEL,Airton Pes Do Amaral,1.659/SCGC,21/12/2016,,,1
Cabo QCB SAD,Airton Rodrigues Cartaxo,160/SCC,16/03/1994,,,1
Suboficial QSS BEP,Ajalma José Martins,048/SCC,18/01/1996,,,1
Senhor,Alacyr de Paula Barreto,091/SCC,20/01/1980,,,1
Subtenente de Cavalaria,Aladio Alves Da Cruz Junior,1.659/SCGC,21/12/2016,,,1
Taifeiro-Mor QTA TCO,Alaide Carvalho,1813/SCC,20/12/1984,,,1
Senhora,Alaide das Neves Izidoro,100/SCC,20/02/1997,,,1
Suboficial QSS SAD,Alailson Chagas Fernandes,092/SCC,20/01/1982,,,1
Segundo-Sargento QSS BMA,Alair Ferraz,1813/SCC,20/12/1984,,,1
Primeiro-Sargento QSS BCO,Alair Pinheiro Pereira,29/SCGC,29/01/2016,,,1
Cabo SEM,Alan Alves Araujo,6/SCGC,08/01/2018,,,1
Cabo QCB SGS,Alan Barboza Cunha,106/SC,21/02/2007,,,1
Senhor,Alan Dealis Bilhéo,6/SCGC,08/01/2018,,,1
Suboficial BCO,Alan Gabriel de Campos,81/SC,07/02/2011,,,1
Segundo-Sargento QTA TAR,Alan José de Amorim,6/SCGC,08/01/2018,,,1
Suboficial QSS BSP,Alan Kardec Lopes da Silva,1057/SCC,20/12/1985,,,1
Primeiro-Sargento QSS SEM,Alan Kardec Reis Leal,1.659/SCGC,21/12/2016,,,1
Segundo-Sargento QSS SAD,Alan Kardek Souza e Souza,6/SCGC,08/01/2018,,,1
Segundo-Sargento QSS SAD,Alan Ney de Moraes Dias,90/SCC,22/02/1999,,,1
Suboficial QSS SGS,Alan Paula da Luz,6/SCGC,08/01/2018,,,1
Terceiro-Sargento QSS SAD,Alan Pereira Marques Costa,130/SCGC,03/02/2014,,,1
Terceiro-Sargento,Alan Rodrigues Carneiro,81/SC,07/02/2011,,,1
Suboficial QSS SML,Alano Vaz Alarcão,116/SCC,20/01/1984,,,1
Cabo QCB SGS,Alaor Antonio da Cunha,968-A/SCC,14/12/1990,,,1
Suboficial QSS SEM,Alaor Cordeiro,051/SCC,26/02/1993,,,1
Suboficial QSS BMA,Alaor Fernando Zilio,107/SC,25/02/2009,,,1
Primeiro-Sargento QSS SDE,Alawyr Wensley de Resende,189/SC,07/02/2013,,,1
Senhora,Alba Brandão da Silva,051/SCC,26/02/1993,,,1
Suboficial QFG SAD,Alba Fani Dill de Quadros de Matos,189/SC,07/02/2013,,,1
Senhora,Alba Niria Marques Do Nascimento,1.659/SCGC,21/12/2016,,,1
Suboficial QSS BMT,Albanir da Silva Oliveira,1057/SCC,20/12/1985,,,1
Terceiro-Sargento QC (DT),Albano Raymundo Leite,110/SCC,28/01/1980,,,1
Suboficial QSS BCO,Albano Ribeiro,98/SCC,18/02/1998,,,1
Primeiro-Sargento QSS BEP,Albenio Luiz Vieira de Medeiros,189/SC,07/02/2013,,,1
Suboficial QSS BSP,Alber James Furtado Miranda,98/SCC,18/02/1998,,,1
Primeiro-Tenente QOEA,Albérgio Alves Ribeiro,1194/SCC,15/12/1986,,,1
Segundo-Sargento QSS SAD,Alberí Espíndula,1057/SCC,20/12/1985,,,1
Segundo-Sargento SAD,Alberico Gomes dos Anjos,107/SC,25/02/2010,,,1
Terceiro-Sargento,Alberio Ribeiro de Lima,81/SC,07/02/2011,,,1
Suboficial QSS BMB,Alberoni Machado Filho,160/SCC,16/03/1994,,,1
Segundo-Sargento SAD,Albert Iglesia Correa dos Santos,80/SC,26/02/2008,,,1
Segundo-Sargento QTA TAR,Albert Vitorio Procopio,29/SCGC,29/01/2016,,,1
Senhora,Albertina de Miranda Batista,110/SCC,28/01/1980,,,1
Senhora,Albertina Viola da Silveira,091/SCC,20/01/1980,,,1
Suboficial QSS SAD,Albertino Ribeiro de Carvalho Filho,100/SCC,20/02/1997,,,1
Primeiro-Sargento QSS SAD,Alberto Batista de Paula Filho,160/SCC,16/03/1994,,,1
Suboficial QSS SAI,Alberto Benyhe,247/SC,06/03/2006,,,1
Terceiro-Sargento QSS SAD,Alberto Cristiano Oliveira Cristino,204/SC,22/02/2005,,,1
Senhor,Alberto da Cruz Lima,1172/SCC,15/12/1987,,,1
Suboficial QSS SMU,Alberto da Silva Gonçalves,58/SC,14/02/2012,,,1
Suboficial QSS BMT,Alberto de Carvalho Gervazoni,189/SC,07/02/2013,,,1
Suboficial QSS BCO,Alberto de Melo Petrocchi,086/SCC,20/01/1983,,,1
Primeiro-Sargento QSS SAD,Alberto Diniz de Miranda,051/SCC,26/02/1993,,,1
Suboficial QSS BMA,Alberto dos Reis Casemiro,90/SCC,22/02/1999,,,1
Suboficial QSS BMT,Alberto Ely Silveira Silva,98/SCC,18/02/1998,,,1
Senhor,Alberto Fabiano da Cunha Britto,870/SCC,20/12/1991,,,1
Suboficial QSS BSP,Alberto Fernandes Moura,931/SCC,12/12/1989,,,1
Segundo-Tenente QOEA,Alberto Ferreira da Silva,968-A/SCC,14/12/1990,,,1
Suboficial QSS SAD,Alberto Firmino de Morais,247/SC,06/03/2006,,,1
Suboficial QSS SML,Alberto Flávio Lacorte,051/SCC,26/02/1993,,,1
Suboficial QSS BMA,Alberto Gomig,193/SCC,20/02/1995,,,1
Suboficial QSS BCT,Alberto Jorge Albuquerque Queiroz,051/SCC,26/02/1993,,,1
Suboficial QSS SAD,Alberto Jorge da Cunha Mendonça,931/SCC,12/12/1989,,,1
Primeiro-Sargento QSS BMA,Alberto Jorge da Silva,931/SCC,12/12/1989,,,1
Cabo QCB SAD,Alberto José Lima São João,051/SCC,26/02/1993,,,1
Suboficial QSS BMA,Alberto José Pinto Lima,247/SC,06/03/2006,,,1
Segundo-Sargento QSS SDE,Alberto Lima Coelho,106/SC,21/02/2007,,,1
Suboficial QSS BMA,Alberto Lins de Almeida,141/SC,19/02/2002,,,1
Primeiro-Sargento QSS SAD,Alberto Luís dos Santos,1194/SCC,15/12/1986,,,1
Suboficial QSS SEM,Alberto Luis Himmelspach Ribeiro,107/SC,25/02/2009,,,1
Suboficial QSS SOB,Alberto Luiz Araújo de Mendonça,870/SCC,20/12/1991,,,1
Suboficial QSS SGS,Alberto Marcio Gonçalves,182/SCGC,18/02/2015,,,1
Senhor,Alberto Martín Rodríguez,130/SCGC,03/02/2014,,,1
Suboficial BET,Alberto Massinger,81/SC,07/02/2011,,,1
Suboficial QSS BSP,Alberto Monteiro Alves,870/SCC,20/12/1991,,,1
Cabo QCB SGS,Alberto Ocroche,1813/SCC,20/12/1984,,,1
Taifeiro de Segunda Classe QTA TAR,Alberto Oliveira Barbosa,047/SCC,20/01/1981,,,1
Capitão QOEA SVE,Alberto Oliveira da Silva,141/SC,19/02/2002,,,1
Suboficial QSS SGS ,Alberto Pereira da Fonseca,98/SCC,18/02/1998,,,1
Cabo QCB SAD,Alberto Pereira de Jesus,80/SC,26/02/2008,,,1
Suboficial QSS SGS,Alberto Pio Gonçalves,091/SCC,20/01/1980,,,1
Senhor,Alberto Plácido Pinheiro Cavalcante,091/SCC,20/01/1980,,,1
Suboficial SAD,Alberto Ramos dos Santos,81/SC,07/02/2011,,,1
Cabo QCB SAD,Alberto Reis Pereira,968-A/SCC,14/12/1990,,,1
Senhor,Alberto Saccour,086/SCC,20/01/1983,,,1
Suboficial QSS BMA,Alberto Saraiva Portela Rodrigues,58/SC,14/02/2012,,,1
Suboficial QSS BCO,Alberto Shunji Sato,58/SC,14/02/2012,,,1
Senhor,Alberto Stolze Bahiana,091/SCC,20/01/1980,,,1
Senhor,Alberto Victor Pereira,202/SC,18/02/2004,,,1
Senhora,Albetista Barbosa Tessariol,086/SCC,20/01/1983,,,1
Terceiro-Sargento QESA SEM,Albino Carlos de Oliveira,90/SCC,22/02/1999,,,1
Primeiro-Sargento QSS BET,Albino Gomes da Silva Neto,6/SCGC,08/01/2018,,,1
Senhor,Albino Martins Fernandes,092/SCC,20/01/1982,,,1
Senhor,Albino Pereira do Nascimento,091/SCC,20/01/1980,,,1
Segundo-Sargento QSS BCO,Alcebíades Komori,1813/SCC,20/12/1984,,,1
Suboficial QSS SAD,Alcebíades Wune de Almeida Neto,047/SCC,20/01/1981,,,1
Primeiro-Sargento QSS BSP,Alcendino Gabriel da Silva,051/SCC,26/02/1993,,,1
Suboficial QSS BCO,Alceni Francisco Lucas,1194/SCC,15/12/1986,,,1
Cabo QCB SGS,Alcenor Guimarães Duarte,051/SCC,26/02/1993,,,1
Primeiro-Sargento QSS SDE,Alceu de Souza Terra,202/SC,18/02/2004,,,1
Cabo QCB SGS,Alceu Markendorf Baumhardt,113/SC,22/02/2001,,,1
Suboficial QSS SAD,Alceu Rizzo Júnior,113/SCC,28/02/2000,,,1
Senhor,Alceu Valle Machado,047/SCC,20/01/1981,,,1
Segundo-Sargento (FN-EG),Alciclécio Silva dos Santos,6/SCGC,08/01/2018,,,1
Primeiro-Sargento de Infantaria,Alcides Almeida de Jesus,204/SC,22/02/2005,,,1
Suboficial QSS BCO,Alcides Alodio da Silva Junior,130/SCGC,03/02/2014,,,1
Primeiro-Sargento QSS SGS,Alcides Alves José,247/SC,06/03/2006,,,1
Suboficial QSS SGS,Alcides Antônio Santana da Lapa,048/SCC,18/01/1996,,,1
Senhor,Alcides Antunes Santos,086/SCC,20/01/1983,,,1
Senhor,Alcides Bentolila,091/SCC,20/01/1980,,,1
Primeiro-Sargento BMA,Alcides Braz Silva de Sousa,107/SC,25/02/2010,,,1
Terceiro-Sargento QC (DT),Alcides Carvalho,116/SCC,20/01/1984,,,1
Suboficial QSS BMA,Alcides de Amorim,931/SCC,12/12/1989,,,1
Terceiro-Sargento de Infantaria,Alcides Flavio da Silva Santos,80/SC,26/02/2008,,,1
Senhor,Alcides Gomes de Oliveira,047/SCC,20/01/1981,,,1
Senhor,Alcides Gonçalves Borges,1172/SCC,15/12/1987,,,1
Primeiro-Sargento QSS BMA,Alcides Joaquim da Silva,047/SCC,20/01/1981,,,1
Suboficial SAD,Alcides Jorge do Nascimento Albuquerque,107/SC,25/02/2010,,,1
Terceiro-Sargento QTA TCO,Alcides Luiz Mendes,161/SC,21/02/2003,,,1
Senhor,Alcides Manoel de Andrade Gonçalves,841/SCC,01/12/1988,,,1
Suboficial QSS BCO,Alcides Marino Villas Bôas,841/SCC,01/12/1988,,,1
Cabo QCB BSP,Alcides Miguel Cordeiro,113/SC,22/02/2001,,,1
Capitão QOEA ,Alcides Moreira Pereira,98/SCC,18/02/1998,,,1
Suboficial QSS SDE,Alcides Ramos Filho,092/SCC,20/01/1982,,,1
Segundo-Sargento QSS SAD,Alcides Ribeiro Junior,1.659/SCGC,21/12/2016,,,1
Primeiro-Sargento QSS SML,Alcides Roberto Barravieira,841/SCC,01/12/1988,,,1
Terceiro-Sargento QESA SAD,Alcifran Rocco da Silva,107/SC,25/02/2009,,,1
Suboficial QSS BMA,Alcimar Daudt Valença,968-A/SCC,14/12/1990,,,1
Suboficial QSS SAD,Alcimar Melo da Silva,107/SC,25/02/2009,,,1
Cabo QCB SEM,Alcimar Vidal Coêlho,160/SCC,16/03/1994,,,1
Cabo,Alcimedes Vasco dos Passos,107/SC,25/02/2009,,,1
Senhor,Alcindo da Paixão e Silva,047/SCC,20/01/1981,,,1
Cabo QCB SEM,Alcindor Alfredo dos Santos,90/SCC,22/02/1999,,,1
Suboficial QSS BMA,Alcino Alves da Silva Filho,58/SC,14/02/2012,,,1
Cabo QCB SAD,Alciomar Jacobi Moraes,29/SCGC,29/01/2016,,,1
Segundo-Sargento QSS SAD,Alcione Celina de Medeiros,29/SCGC,29/01/2016,,,1
Primeiro-Sargento QSS SAD,Alcione Corrêa da Silva,047/SCC,20/01/1981,,,1
Suboficial QSS BMA,Alcione José Vivian,107/SC,25/02/2010,,,1
Terceiro-Sargento TAR,Alcir Cordeiro dos Santos,80/SC,26/02/2008,,,1
Suboficial QSS SAD,Alcir de Oliveira,047/SCC,20/01/1981,,,1
Senhor,Alcir Garcia,931/SCC,12/12/1989,,,1
Suboficial (ES),Alcir Xavier Vitoria,113/SCC,28/02/2000,,,1
Cabo QCB SAD,Alcyr Gonçalves,092/SCC,20/01/1982,,,1
Suboficial QSS SMU,Alcyr Rodrigues dos Santos,841/SCC,01/12/1988,,,1
Primeiro-Sargento QSS SDE,Aldair Geraldo de Jesus Filho,130/SCGC,03/02/2014,,,1
Suboficial QSS SEL,Aldair José Henrique Nunes,113/SC,22/02/2001,,,1
Suboficial QSS BMA,Aldair Marques da Silva,113/SCC,28/02/2000,,,1
Suboficial QSS BSP,Aldair Suim de Souza,247/SC,06/03/2006,,,1
Senhora,Aldaíres Lopes dos Santos,202/SC,18/02/2004,,,1
Senhora,Aldaisa Alves Carletto,086/SCC,20/01/1983,,,1
Suboficial QSS BMB,Aldegir Affonso Tessaro,100/SCC,20/02/1997,,,1
Suboficial QSS BSP,Aldeilson Mendes da Silva,841/SCC,01/12/1988,,,1
Suboficial QSS SEM,Aldemar Cabral de Freitas,1813/SCC,20/12/1984,,,1
Taifeiro de Primeira Classe QTA TBA,Aldemar Dias de Sena,113/SCC,28/02/2000,,,1
Suboficial,Aldemar Pereira da Silva,1172/SCC,15/12/1987,,,1
Suboficial QSS BET,Aldemar Santos da Silva,086/SCC,20/01/1983,,,1
Suboficial (CI),Aldemar Tavares,58/SC,14/02/2012,,,1
Suboficial QSS SGS,Aldemir Cabral Aguiar,1194/SCC,15/12/1986,,,1
Segundo-Sargento QSS SGS,Aldemir Ferreira Noronha,107/SC,25/02/2009,,,1
Suboficial QSS BCO,Aldemir Gomes Crespo,051/SCC,26/02/1993,,,1
Senhor,Aldemir Luiz da Silva,58/SC,14/02/2012,,,1
Cabo QCB SAD,Aldemiro da Silva Chaves,870/SCC,20/12/1991,,,1
Cabo QCB BMA,Aldeney Corrêa Neves,90/SCC,22/02/1999,,,1
Suboficial QSS SAD,Alderico Costa de Carvalho Filho,870/SCC,20/12/1991,,,1
Primeiro-Sargento (AD),Alderismar Dantas de Lima ,29/SCGC,29/01/2016,,,1
Suboficial QSS BFT,Aldezir Loureiro Muniz,086/SCC,20/01/1983,,,1
Primeiro-Sargento QSS,Aldir Agostini da Costa,051/SCC,26/02/1993,,,1
Taifeiro-Mor QTA TAR,Aldir André da Silva,048/SCC,18/01/1996,,,1
Primeiro-Sargento QSS SAD,Aldir dos Santos Braga,1194/SCC,15/12/1986,,,1
Terceiro-Sargento QC (DT),Aldir Garcia Goulart,047/SCC,20/01/1981,,,1
Terceiro-Sargento BSP,Aldo Alves de Campos,107/SC,25/02/2010,,,1
Senhor,Aldo Carlos Martins,092/SCC,20/01/1982,,,1
Suboficial QSS SOB,Aldo Chaves dos Santos,091/SCC,20/01/1980,,,1
Senhor,Aldo Ciccarelli,107/SC,25/02/2009,,,1
Cabo QCB SAD,Aldo Coimbra Rodrigues,113/SC,22/02/2001,,,1
Suboficial QSS BCO,Aldo da Cunha Miranda,90/SCC,22/02/1999,,,1
Taifeiro-Mor QTA TAR,Aldo de Arruda Câmara,092/SCC,20/01/1982,,,1
Terceiro-Sargento QC (DT),Aldo de Carvalho Ávila,047/SCC,20/01/1981,,,1
Suboficial QSS BSP,Aldo de Souza Pessoa,968-A/SCC,14/12/1990,,,1
Cabo QCB SGS,Aldo Firmino Alves,113/SC,22/02/2001,,,1
Senhor,Aldo Gregório da Silva,113/SCC,28/02/2000,,,1
Senhor,Aldo José de Oliveira,1172/SCC,15/12/1987,,,1
Suboficial QSS BMA,Aldo Martins Silva Rios,182/SCGC,18/02/2015,,,1
Primeiro-Sargento QSS SGS,Aldo Mendes de Oliveira,086/SCC,20/01/1983,,,1
Cabo QCB SGS,Aldo Menezes dos Santos,106/SC,21/02/2007,,,1
Terceiro-Sargento QC (DT),Aldo Pereira da Silva,091/SCC,20/01/1980,,,1
Suboficial QSS BMA,Aldo Santos Garcez,870/SCC,20/12/1991,,,1
Terceiro-Sargento QESA BEP,Aldo Vale de Jesus ,107/SC,25/02/2009,,,1
Suboficial QSS STO,Aldo Velozo Vilanova,189/SC,07/02/2013,,,1
Suboficial QSS BET,Aldo Yves Nascimento Corrêa,202/SC,18/02/2004,,,1
Segundo-Sargento QSS BSP,Aldrim Rabelo Fonseca,247/SC,06/03/2006,,,1
Suboficial QSS BSP,Aldrin Carvalho Quadros,29/SCGC,29/01/2016,,,1
Terceiro-Sargento SAD,Aldrin Santiago Passos,80/SC,26/02/2008,,,1
Suboficial QSS BMT,Aldrovani Tanai da Silva Mantovani,113/SC,22/02/2001,,,1
